batch,t_ms,raw_m,die_c,amb_c,rssi_dbm,gain_step,snr_db,kept
9,3364875,-1.7353,39.6,29.20,-68.5,10,0.0,1
9,3365601,-1.5550,39.6,29.20,-68.0,10,0.0,1
9,3366327,-2.6593,40.6,29.20,-62.5,10,0.0,1
9,3367053,-2.0508,40.6,29.20,-62.0,10,0.0,1
9,3367779,-3.0874,40.6,29.20,-62.5,10,0.0,1
9,3368505,-2.3212,40.6,29.20,-62.5,10,0.0,1
9,3369231,-2.7494,40.6,29.20,-62.5,10,0.0,1
9,3369957,-2.9973,40.6,29.20,-62.5,10,0.0,1
9,3370683,-3.3579,40.6,29.20,-62.0,10,0.0,1
9,3371409,-2.4564,39.6,29.20,-68.0,10,0.0,1
9,3372135,-3.4029,39.6,29.20,-62.5,10,0.0,1
9,3372861,-2.0733,39.6,29.20,-68.5,10,0.0,1
9,3373587,-2.3212,39.6,29.20,-68.5,10,0.0,1
9,3374313,-3.2001,39.6,29.20,-62.5,10,0.0,1
9,3375039,-2.2761,39.6,29.20,-62.0,10,0.0,1
9,3375765,-2.2761,39.6,29.20,-62.0,10,0.0,1
9,3376491,-2.3212,39.6,29.20,-62.5,10,0.0,1
9,3377217,-3.0424,40.6,29.20,-62.5,10,0.0,1
9,3377943,-2.8846,40.6,29.20,-62.5,10,0.0,1
9,3378669,-3.2677,40.6,29.20,-62.5,10,0.0,1
9,3379395,-1.6226,40.6,29.20,-62.5,10,0.0,1
9,3380121,-1.8029,40.6,29.20,-62.5,10,0.0,1
9,3380847,-1.9606,39.6,29.20,-62.5,10,0.0,1
9,3381573,-2.0733,40.6,29.20,-62.5,10,0.0,1
9,3382299,-2.1635,40.6,29.20,-68.5,10,0.0,1
9,3383025,-3.1776,40.6,29.20,-62.5,10,0.0,1
9,3383751,-3.1776,39.6,29.21,-62.5,10,0.0,1
9,3384477,-2.7043,39.6,29.21,-62.5,10,0.0,1
9,3385203,-2.5015,39.6,29.21,-68.5,10,0.0,1
9,3385929,-3.4706,39.6,29.21,-62.5,10,0.0,1
9,3386655,-2.7269,39.6,29.21,-68.5,10,0.0,1
9,3387381,-3.2001,39.6,29.20,-62.0,10,0.0,1
9,3388107,-2.4339,39.6,29.21,-62.5,10,0.0,1
9,3388833,-2.6367,39.6,29.21,-62.5,10,0.0,1
9,3389559,-2.4790,39.6,29.21,-68.0,10,0.0,1
9,3390285,-2.2311,39.6,29.21,-62.5,10,0.0,1
9,3391011,-1.1944,39.6,29.21,-68.5,10,0.0,1
9,3391737,-1.1944,39.6,29.21,-68.5,10,0.0,1
9,3392463,-2.9973,40.6,29.21,-68.5,10,0.0,1
9,3393189,-2.8395,39.6,29.21,-62.0,10,0.0,1
9,3393915,-2.5015,39.6,29.21,-62.5,10,0.0,1
9,3394641,-2.8846,39.6,29.21,-62.5,10,0.0,1
9,3395367,-2.9748,39.6,29.21,-62.5,10,0.0,1
9,3396093,-1.9606,39.6,29.21,-62.0,10,0.0,1
9,3396819,-3.3579,40.6,29.21,-68.0,10,0.0,1
10,3397545,-3.0874,40.6,29.21,-62.5,10,0.0,1
10,3398271,-2.5916,39.6,29.21,-62.5,10,0.0,1
10,3398997,-2.9297,40.6,29.21,-62.5,10,0.0,1
10,3399723,-2.9297,39.6,29.21,-62.5,10,0.0,1
10,3400449,-2.5240,39.6,29.21,-68.5,10,0.0,1
10,3401175,-2.7269,40.6,29.21,-68.5,10,0.0,1
10,3401901,-2.1184,40.6,29.21,-62.5,10,0.0,1
10,3402627,-2.3663,39.6,29.21,-68.0,10,0.0,1
10,3403353,-3.1325,39.6,29.21,-62.5,10,0.0,1
10,3404079,-2.4790,39.6,29.21,-68.5,10,0.0,1
10,3404805,-2.4114,40.6,29.22,-62.5,10,0.0,1
10,3405531,-3.0198,40.6,29.21,-62.5,10,0.0,1
10,3406257,-2.5466,40.6,29.21,-62.5,10,0.0,1
10,3406983,-3.4255,40.6,29.21,-68.0,10,0.0,1
10,3407709,-3.4255,39.6,29.21,-68.0,10,0.0,1
10,3408435,-2.8621,39.6,29.21,-62.5,10,0.0,1
10,3409161,-3.2227,39.6,29.21,-62.0,10,0.0,1
10,3409887,-1.7127,39.6,29.21,-62.5,10,0.0,1
10,3410613,-2.0508,39.6,29.21,-62.5,10,0.0,1
10,3411339,-2.2536,39.6,29.21,-62.5,10,0.0,1
10,3412065,-1.9381,38.6,29.21,-62.5,10,0.0,1
10,3412791,-2.0508,38.6,29.21,-62.5,10,0.0,1
10,3413517,-2.1184,39.6,29.21,-62.0,10,0.0,1
10,3414243,-2.9297,39.6,29.21,-62.5,10,0.0,1
10,3414969,-2.3888,39.6,29.21,-62.5,10,0.0,1
10,3415695,-2.0959,39.6,29.21,-68.5,10,0.0,1
10,3416421,-1.9606,39.6,29.21,-68.5,10,0.0,1
10,3417147,-2.7043,39.6,29.21,-62.5,10,0.0,1
10,3417873,-1.7803,39.6,29.22,-68.0,10,0.0,1
10,3418599,-2.9973,39.6,29.21,-62.5,10,0.0,1
10,3419325,-3.1550,39.6,29.22,-62.5,10,0.0,1
10,3420051,-3.5382,39.6,29.22,-62.0,10,0.0,1
10,3420777,-2.2761,39.6,29.21,-62.5,10,0.0,1
10,3421503,-3.6058,39.6,29.22,-62.5,10,0.0,1
10,3422229,-3.0649,39.6,29.21,-62.5,10,0.0,1
10,3422955,-2.4339,40.6,29.22,-62.0,10,0.0,1
10,3423681,-3.1100,39.6,29.22,-62.5,10,0.0,1
10,3424407,-2.7719,39.6,29.21,-62.5,10,0.0,1
10,3425133,-2.2536,39.6,29.22,-62.5,10,0.0,1
10,3425859,-2.9748,39.6,29.22,-62.5,10,0.0,1
10,3426585,-2.2536,40.6,29.21,-62.5,10,0.0,1
10,3427311,-2.4564,39.6,29.22,-68.0,10,0.0,1
10,3428037,-2.1860,39.6,29.21,-62.5,10,0.0,1
10,3428763,-3.4029,39.6,29.21,-68.0,10,0.0,1
10,3429489,-3.4029,39.6,29.22,-68.0,10,0.0,1
10,3430215,-1.8705,39.6,29.22,-62.5,10,0.0,1
10,3430941,-2.6593,39.6,29.22,-62.5,10,0.0,1
10,3431667,-2.5691,39.6,29.21,-62.5,10,0.0,1
10,3432393,-1.8480,39.6,29.21,-68.0,10,0.0,1
10,3433119,-2.8621,39.6,29.22,-68.5,10,0.0,1
10,3433845,-2.2987,40.6,29.22,-68.0,10,0.0,1
10,3434571,-2.5015,40.6,29.22,-68.5,10,0.0,1
10,3435297,-2.4114,40.6,29.22,-62.5,10,0.0,1
10,3436023,-1.5325,39.6,29.22,-62.5,10,0.0,1
10,3436749,-1.7578,39.6,29.22,-62.5,10,0.0,1
10,3437475,-1.7578,40.6,29.22,-62.5,10,0.0,1
10,3438201,-2.9072,40.6,29.22,-68.5,10,0.0,1
10,3438927,-2.8170,40.6,29.22,-62.5,10,0.0,1
10,3439653,-3.1776,40.6,29.22,-62.0,10,0.0,1
10,3440379,-1.9832,40.6,29.22,-62.5,10,0.0,1
10,3441105,-2.2311,39.6,29.22,-62.5,10,0.0,1
10,3441831,-1.4648,39.6,29.22,-62.5,10,0.0,1
10,3442557,-3.6508,39.6,29.22,-62.5,10,0.0,1
10,3443283,-2.7494,39.6,29.23,-68.0,10,0.0,1
10,3444009,-2.9973,39.6,29.22,-62.5,10,0.0,1
10,3444735,-1.6451,40.6,29.22,-68.5,10,0.0,1
10,3445461,-1.6451,39.6,29.22,-68.5,10,0.0,1
10,3446187,-1.7803,39.6,29.21,-62.5,10,0.0,1
10,3446913,-2.6593,39.6,29.22,-62.5,10,0.0,1
10,3447639,-2.2311,40.6,29.22,-62.0,10,0.0,1
10,3448365,-1.8254,39.6,29.22,-68.0,10,0.0,1
10,3449091,-1.9381,40.6,29.21,-68.0,10,0.0,1
10,3449817,-2.2085,40.6,29.21,-62.5,10,0.0,1
10,3450543,-3.0874,40.6,29.22,-62.5,10,0.0,1
10,3451269,-2.5015,40.6,29.22,-62.5,10,0.0,1
10,3451995,-2.5015,40.6,29.22,-68.0,10,0.0,1
10,3452721,-1.8705,40.6,29.21,-62.5,10,0.0,1
10,3453447,-1.8705,40.6,29.22,-62.5,10,0.0,1
10,3454173,-3.2677,40.6,29.22,-62.5,10,0.0,1
10,3454899,-2.3888,40.6,29.22,-62.5,10,0.0,1
10,3455625,-1.1944,40.6,29.21,-62.5,10,0.0,1
10,3456351,-2.2311,40.6,29.22,-68.0,10,0.0,1
10,3457077,-2.5240,40.6,29.22,-62.5,10,0.0,1
10,3457803,-2.7269,40.6,29.22,-62.5,10,0.0,1
10,3458529,-1.4198,40.6,29.22,-68.0,10,0.0,1
10,3459255,-1.5775,39.6,29.22,-62.5,10,0.0,1
10,3459981,-2.8621,39.6,29.22,-68.5,10,0.0,1
10,3460707,-2.8846,39.6,29.22,-62.0,10,0.0,1
10,3461433,-2.8846,40.6,29.23,-62.0,10,0.0,1
10,3462159,-3.0424,40.6,29.22,-62.5,10,0.0,1
10,3462885,-2.5015,39.6,29.22,-62.5,10,0.0,1
10,3463611,-3.1325,39.6,29.23,-68.5,10,0.0,1
10,3464337,-2.9072,40.6,29.23,-62.0,10,0.0,1
10,3465063,-2.7269,40.6,29.22,-62.5,10,0.0,1
10,3465789,-2.8395,39.6,29.23,-62.5,10,0.0,1
10,3466515,-1.3747,39.6,29.22,-62.5,10,0.0,1
10,3467241,-2.7494,39.6,29.23,-68.5,10,0.0,1
10,3467967,-1.6226,40.6,29.23,-68.0,10,0.0,1
10,3468693,-3.7184,40.6,29.22,-62.0,10,0.0,1
10,3469419,-2.7269,39.6,29.22,-62.5,10,0.0,1
10,3470145,-2.1184,39.6,29.22,-62.5,10,0.0,1
10,3470871,-2.4790,39.6,29.23,-67.5,10,0.0,1
10,3471597,-1.8930,39.6,29.23,-62.5,10,0.0,1
10,3472323,-2.7945,39.6,29.23,-62.5,10,0.0,1
10,3473049,-2.7043,39.6,29.23,-62.5,10,0.0,1
10,3473775,-2.5466,40.6,29.22,-62.5,10,0.0,1
10,3474501,-2.3888,39.6,29.23,-62.5,10,0.0,1
10,3475227,-3.4255,40.6,29.23,-62.5,10,0.0,1
10,3475953,-1.4648,40.6,29.22,-62.0,10,0.0,1
10,3476679,-3.0424,40.6,29.22,-62.5,10,0.0,1
10,3477405,-2.0508,39.6,29.22,-68.0,10,0.0,1
10,3478131,-2.1635,38.6,29.23,-68.5,10,0.0,1
10,3478857,-2.7043,39.6,29.22,-68.0,10,0.0,1
10,3479583,-3.2452,39.6,29.22,-62.0,10,0.0,1
10,3480309,-1.6677,40.6,29.22,-62.5,10,0.0,1
10,3481035,-3.1325,40.6,29.23,-62.0,10,0.0,1
10,3481761,-1.9832,39.6,29.22,-68.0,10,0.0,1
10,3482487,-2.4790,40.6,29.22,-62.5,10,0.0,1
10,3483213,-2.4790,40.6,29.22,-62.5,10,0.0,1
10,3483939,-1.8930,40.6,29.22,-68.0,10,0.0,1
10,3484665,-2.0508,40.6,29.22,-62.5,10,0.0,1
10,3485391,-3.4706,40.6,29.23,-62.0,10,0.0,1
10,3486117,-2.5240,40.6,29.23,-68.0,10,0.0,1
10,3486843,-2.6593,40.6,29.23,-62.5,10,0.0,1
10,3487569,-2.9072,39.6,29.23,-62.0,10,0.0,1
10,3488295,-2.2311,39.6,29.22,-62.5,10,0.0,1
10,3489021,-3.4480,39.6,29.22,-62.5,10,0.0,1
10,3489747,-1.6226,39.6,29.23,-62.5,10,0.0,1
10,3490473,-2.4114,39.6,29.23,-62.5,10,0.0,1
10,3491199,-2.4114,39.6,29.23,-62.5,10,0.0,1
10,3491925,-2.9973,39.6,29.22,-62.5,10,0.0,1
10,3492651,-2.9072,39.6,29.23,-62.0,10,0.0,1
10,3493377,-2.1860,39.6,29.23,-67.5,10,0.0,1
10,3494103,-2.3212,38.6,29.23,-62.5,10,0.0,1
10,3494829,-2.6367,38.6,29.22,-62.0,10,0.0,1
10,3495555,-3.0424,39.6,29.23,-62.5,10,0.0,1
10,3496281,-2.8395,39.6,29.23,-62.5,10,0.0,1
10,3497007,-3.2677,39.6,29.22,-62.5,10,0.0,1
10,3497733,-1.6226,39.6,29.23,-62.5,10,0.0,1
10,3498459,-2.2761,39.6,29.23,-62.5,10,0.0,1
10,3499185,-2.2761,40.6,29.22,-62.5,10,0.0,1
10,3499911,-3.3128,40.6,29.23,-68.0,10,0.0,1
10,3500637,-3.2452,40.6,29.23,-62.0,10,0.0,1
10,3501363,-2.5240,40.6,29.22,-62.5,10,0.0,1
10,3502089,-1.8029,40.6,29.22,-62.5,10,0.0,1
10,3502815,-2.2987,40.6,29.23,-62.5,10,0.0,1
10,3503541,-2.3663,40.6,29.23,-62.5,10,0.0,1
10,3504267,-2.4114,39.6,29.22,-62.5,10,0.0,1
10,3504993,-2.4790,39.6,29.23,-62.5,10,0.0,1
10,3505719,-3.2227,40.6,29.23,-62.0,10,0.0,1
10,3506445,-3.3353,40.6,29.23,-62.0,10,0.0,1
10,3507171,-3.3353,40.6,29.23,-62.0,10,0.0,1
10,3507897,-2.1860,39.6,29.23,-62.5,10,0.0,1
10,3508623,-2.0733,39.6,29.23,-62.5,10,0.0,1
10,3509349,-2.7494,39.6,29.23,-62.5,10,0.0,1
10,3510075,-1.4874,39.6,29.23,-62.5,10,0.0,1
10,3510801,-2.2761,40.6,29.23,-68.5,10,0.0,1
10,3511527,-3.1550,40.6,29.23,-68.5,10,0.0,1
10,3512253,-2.9748,40.6,29.23,-62.5,10,0.0,1
10,3512979,-2.7719,40.6,29.23,-62.5,10,0.0,1
10,3513705,-2.2536,40.6,29.23,-68.5,10,0.0,1
10,3514431,-2.7043,39.6,29.23,-68.0,10,0.0,1
10,3515157,-2.7043,39.6,29.23,-68.0,10,0.0,1
10,3515883,-1.6001,39.6,29.23,-62.0,10,0.0,1
10,3516609,-1.6451,39.6,29.23,-62.5,10,0.0,1
10,3517335,-1.9606,39.6,29.23,-68.5,10,0.0,1
10,3518061,-2.1860,39.6,29.23,-68.5,10,0.0,1
10,3518787,-2.3663,39.6,29.23,-68.0,10,0.0,1
10,3519513,-1.8254,39.6,29.23,-68.5,10,0.0,1
10,3520239,-2.8170,39.6,29.22,-68.5,10,0.0,1
10,3520965,-2.3212,39.6,29.23,-68.0,10,0.0,1
10,3521691,-2.1635,38.6,29.23,-62.5,10,0.0,1
10,3522417,-1.8029,39.6,29.23,-62.5,10,0.0,1
10,3523143,-1.8029,39.6,29.23,-62.5,10,0.0,1
10,3523869,-2.5691,39.6,29.23,-68.5,10,0.0,1
10,3524595,-1.5099,39.6,29.23,-62.5,10,0.0,1
10,3525321,-2.4339,40.6,29.23,-62.0,10,0.0,1
10,3526047,-3.4029,39.6,29.23,-62.5,10,0.0,1
10,3526773,-3.2677,38.6,29.23,-62.0,10,0.0,1
10,3527499,-2.6142,39.6,29.23,-68.5,10,0.0,1
10,3528225,-3.2001,39.6,29.23,-62.5,10,0.0,1
10,3528951,-1.9606,39.6,29.23,-62.5,10,0.0,1
10,3529677,-2.2987,39.6,29.23,-62.5,10,0.0,1
10,3530403,-2.6593,39.6,29.23,-62.5,10,0.0,1
10,3531129,-2.6593,39.6,29.23,-62.5,10,0.0,1
10,3531855,-1.8705,39.6,29.23,-68.0,10,0.0,1
10,3532581,-2.2761,39.6,29.23,-62.5,10,0.0,1
10,3533307,-1.4648,40.6,29.23,-68.0,10,0.0,1
10,3534033,-2.8170,40.6,29.23,-62.0,10,0.0,1
10,3534759,-3.2677,40.6,29.23,-62.5,10,0.0,1
10,3535485,-2.0057,39.6,29.23,-62.0,10,0.0,1
10,3536211,-2.4339,39.6,29.24,-62.0,10,0.0,1
10,3536937,-13.5442,39.6,29.24,-62.5,10,0.0,0
10,3537663,-2.5916,39.6,29.23,-62.0,10,0.0,1
10,3538389,-1.8254,40.6,29.23,-62.5,10,0.0,1
10,3539115,-3.2903,40.6,29.23,-68.5,10,0.0,1
10,3539841,-2.6367,40.6,29.23,-62.0,10,0.0,1
10,3540567,-2.8395,40.6,29.23,-68.0,10,0.0,1
10,3541293,-2.9748,40.6,29.23,-68.0,10,0.0,1
10,3542019,-2.3437,40.6,29.24,-62.5,10,0.0,1
10,3542745,-2.5015,40.6,29.23,-62.0,10,0.0,1
10,3543471,-2.9973,40.6,29.23,-62.5,10,0.0,1
10,3544197,-2.9973,39.6,29.23,-62.5,10,0.0,1
10,3544923,-2.9973,39.6,29.23,-62.5,10,0.0,1
10,3545649,-2.3212,40.6,29.23,-68.5,10,0.0,1
10,3546375,-2.0733,40.6,29.23,-62.5,10,0.0,1
10,3547101,-2.0057,39.6,29.23,-68.0,10,0.0,1
10,3547827,-2.0959,39.6,29.24,-68.5,10,0.0,1
10,3548553,-2.3888,39.6,29.24,-68.5,10,0.0,1
10,3549279,-1.5775,39.6,29.23,-68.0,10,0.0,1
10,3550005,-2.2536,39.6,29.23,-62.0,10,0.0,1
10,3550731,-2.0282,40.6,29.23,-62.5,10,0.0,1
10,3551457,-2.3888,40.6,29.22,-62.5,10,0.0,1
10,3552183,-2.5691,40.6,29.23,-62.5,10,0.0,1
10,3552909,-2.5691,40.6,29.23,-62.5,10,0.0,1
10,3553635,-3.1776,40.6,29.23,-68.5,10,0.0,1
10,3554361,-2.1409,40.6,29.23,-62.0,10,0.0,1
10,3555087,-3.0198,40.6,29.23,-68.5,10,0.0,1
10,3555813,-1.6902,40.6,29.24,-62.5,10,0.0,1
10,3556539,-1.5550,39.6,29.23,-62.5,10,0.0,1
10,3557265,-2.5015,39.6,29.23,-68.0,10,0.0,1
10,3557991,-2.0959,39.6,29.23,-68.0,10,0.0,1
10,3558717,-1.8480,39.6,29.23,-68.0,10,0.0,1
10,3559443,-2.8846,39.6,29.23,-62.0,10,0.0,1
10,3560169,-2.1409,39.6,29.23,-62.5,10,0.0,1
10,3560895,-2.1409,39.6,29.23,-62.5,10,0.0,1
10,3561621,-2.1860,39.6,29.23,-62.5,10,0.0,1
10,3562347,-2.3437,39.6,29.23,-62.5,10,0.0,1
10,3563073,-2.2536,39.6,29.23,-68.5,10,0.0,1
10,3563799,-2.5691,40.6,29.24,-62.0,10,0.0,1
10,3564525,-3.2001,39.6,29.23,-62.5,10,0.0,1
10,3565251,-2.4790,40.6,29.24,-62.0,10,0.0,1
10,3565977,-1.7353,40.6,29.24,-68.0,10,0.0,1
10,3566703,-2.8621,39.6,29.24,-68.5,10,0.0,1
10,3567429,-2.6818,39.6,29.24,-62.5,10,0.0,1
10,3568155,-0.8338,39.6,29.24,-62.5,10,0.0,1
10,3568881,-0.8338,39.6,29.24,-62.5,10,0.0,1
10,3569607,-2.3212,40.6,29.23,-62.5,10,0.0,1
10,3570333,-2.4564,39.6,29.24,-68.5,10,0.0,1
10,3571059,-3.4029,39.6,29.24,-62.0,10,0.0,1
10,3571785,-2.5691,39.6,29.24,-68.0,10,0.0,1
10,3572511,-2.6367,40.6,29.23,-62.5,10,0.0,1
10,3573237,-3.1325,39.6,29.23,-62.5,10,0.0,1
10,3573963,-2.4339,39.6,29.24,-62.5,10,0.0,1
10,3574689,-3.4480,39.6,29.24,-62.5,10,0.0,1
10,3575415,-2.2987,39.6,29.24,-68.5,10,0.0,1
10,3576141,-1.5550,40.6,29.24,-62.5,10,0.0,1
10,3576867,-1.5550,40.6,29.24,-62.5,10,0.0,1
10,3577593,-2.4564,40.6,29.24,-62.0,10,0.0,1
10,3578319,-1.3071,40.6,29.24,-62.5,10,0.0,1
10,3579045,-2.9297,40.6,29.23,-62.0,10,0.0,1
10,3579771,-3.3353,40.6,29.24,-62.5,10,0.0,1
10,3580497,-1.8930,40.6,29.24,-62.5,10,0.0,1
10,3581223,-2.3663,39.6,29.23,-62.5,10,0.0,1
10,3581949,-1.2846,39.6,29.23,-62.5,10,0.0,1
10,3582675,-3.4706,38.6,29.23,-62.0,10,0.0,1
10,3583401,-2.2761,39.6,29.23,-62.5,10,0.0,1
10,3584127,-2.2085,39.6,29.23,-62.0,10,0.0,1
10,3584853,-3.1776,40.6,29.23,-68.5,10,0.0,1
10,3585579,-2.8846,40.6,29.24,-62.0,10,0.0,1
10,3586305,-3.0424,40.6,29.24,-62.0,10,0.0,1
10,3587031,-2.0959,40.6,29.23,-68.0,10,0.0,1
10,3587757,-2.7945,39.6,29.23,-62.5,10,0.0,1
10,3588483,-2.5240,40.6,29.24,-62.5,10,0.0,1
10,3589209,-2.6593,40.6,29.23,-68.0,10,0.0,1
10,3589935,-2.6818,40.6,29.23,-62.0,10,0.0,1
10,3590661,-2.0057,40.6,29.23,-62.5,10,0.0,1
10,3591387,-1.7578,40.6,29.23,-62.0,10,0.0,1
10,3592113,-2.6142,40.6,29.23,-62.5,10,0.0,1
10,3592839,-2.9297,39.6,29.24,-62.0,10,0.0,1
10,3593565,-2.7494,40.6,29.23,-62.5,10,0.0,1
10,3594291,-3.2903,40.6,29.24,-68.5,10,0.0,1
10,3595017,-1.9156,39.6,29.23,-62.0,10,0.0,1
10,3595743,-2.1635,39.6,29.24,-68.0,10,0.0,1
10,3596469,-2.0508,39.6,29.24,-62.0,10,0.0,1
10,3597195,-2.5015,39.6,29.24,-68.5,10,0.0,1
10,3597921,-1.3522,39.6,29.24,-62.5,10,0.0,1
10,3598647,-1.3522,40.6,29.24,-62.5,10,0.0,1
10,3599373,-2.6367,40.6,29.24,-62.0,10,0.0,1
10,3600099,-1.6902,40.6,29.24,-68.0,10,0.0,1
10,3600825,-2.2536,39.6,29.24,-62.5,10,0.0,1
10,3601551,-2.0057,39.6,29.24,-68.5,10,0.0,1
10,3602277,-2.1860,39.6,29.24,-62.5,10,0.0,1
10,3603003,-2.3437,39.6,29.24,-68.5,10,0.0,1
10,3603729,-1.6451,39.6,29.24,-62.5,10,0.0,1
10,3604455,-1.6001,39.6,29.24,-62.5,10,0.0,1
10,3605181,-2.7945,39.6,29.24,-62.0,10,0.0,1
10,3605907,-2.2761,39.6,29.24,-62.5,10,0.0,1
10,3606633,-2.2761,39.6,29.24,-62.5,10,0.0,1
10,3607359,-3.1325,39.6,29.24,-62.5,10,0.0,1
10,3608085,-2.3888,39.6,29.24,-62.0,10,0.0,1
10,3608811,-2.5015,39.6,29.24,-68.5,10,0.0,1
10,3609537,-2.0508,40.6,29.24,-62.0,10,0.0,1
10,3610263,-3.6058,40.6,29.24,-62.0,10,0.0,1
10,3610989,-2.1635,40.6,29.24,-62.0,10,0.0,1
10,3611715,-3.2227,40.6,29.24,-62.0,10,0.0,1
10,3612441,-2.4114,39.6,29.24,-68.0,10,0.0,1
10,3613167,-2.5691,40.6,29.24,-62.5,10,0.0,1
10,3613893,-2.2085,40.6,29.24,-62.0,10,0.0,1
10,3614619,-2.2085,39.6,29.24,-62.0,10,0.0,1
10,3615345,-2.2536,39.6,29.24,-62.0,10,0.0,1
10,3616071,-2.8170,39.6,29.24,-68.5,10,0.0,1
10,3616797,-2.5466,39.6,29.24,-68.0,10,0.0,1
10,3617523,-2.3212,39.6,29.24,-68.0,10,0.0,1
10,3618249,-3.2903,38.6,29.24,-62.5,10,0.0,1
10,3618975,-2.1860,38.6,29.24,-62.5,10,0.0,1
10,3619701,-2.3212,39.6,29.24,-62.0,10,0.0,1
10,3620427,-2.4564,39.6,29.24,-62.5,10,0.0,1
10,3621153,-2.4339,39.6,29.24,-68.0,10,0.0,1
10,3621879,-2.7945,39.6,29.24,-68.5,10,0.0,1
10,3622605,-2.7945,39.6,29.24,-68.5,10,0.0,1
10,3623331,-2.5466,39.6,29.24,-62.0,10,0.0,1
10,3624057,-2.1635,40.6,29.24,-68.0,10,0.0,1
10,3624783,-2.1635,40.6,29.24,-68.5,10,0.0,1
10,3625509,-3.1776,39.6,29.24,-62.5,10,0.0,1
10,3626235,-2.1184,39.6,29.24,-62.5,10,0.0,1
10,3626961,-1.8480,39.6,29.24,-62.5,10,0.0,1
10,3627687,-1.9832,39.6,29.24,-62.5,10,0.0,1
10,3628413,-3.2677,39.6,29.24,-62.0,10,0.0,1
10,3629139,-1.9381,39.6,29.24,-62.5,10,0.0,1
10,3629865,-2.4564,39.6,29.24,-62.5,10,0.0,1
10,3630591,-2.4564,40.6,29.24,-62.5,10,0.0,1
10,3631317,-2.5015,40.6,29.24,-68.5,10,0.0,1
10,3632043,-2.6142,40.6,29.24,-68.5,10,0.0,1
10,3632769,-1.8480,40.6,29.24,-68.0,10,0.0,1
10,3633495,-2.3888,40.6,29.24,-62.5,10,0.0,1
10,3634221,-1.8254,40.6,29.24,-62.5,10,0.0,1
10,3634947,-2.5466,40.6,29.25,-62.5,10,0.0,1
10,3635673,-1.7578,40.6,29.24,-68.0,10,0.0,1
10,3636399,-2.9072,39.6,29.24,-68.0,10,0.0,1
10,3637125,-1.5550,39.6,29.24,-68.0,10,0.0,1
10,3637851,-3.2227,39.6,29.25,-62.5,10,0.0,1
10,3638577,-2.9973,39.6,29.25,-62.5,10,0.0,1
10,3639303,-2.0959,39.6,29.24,-62.5,10,0.0,1
10,3640029,-3.0424,39.6,29.24,-62.5,10,0.0,1
10,3640755,-3.2227,39.6,29.25,-62.5,10,0.0,1
10,3641481,-2.9297,39.6,29.25,-68.0,10,0.0,1
10,3642207,-2.2085,39.6,29.25,-62.5,10,0.0,1
10,3642933,-3.0424,39.6,29.25,-62.5,10,0.0,1
10,3643659,-1.9156,40.6,29.25,-62.5,10,0.0,1
10,3644385,-5.1157,40.6,29.25,-62.5,10,0.0,1
10,3645111,-2.7043,40.6,29.25,-62.5,10,0.0,1
10,3645837,-2.0057,40.6,29.25,-62.5,10,0.0,1
10,3646563,-2.8621,40.6,29.25,-62.5,10,0.0,1
10,3647289,-2.9297,39.6,29.25,-62.0,10,0.0,1
10,3648015,-1.9832,40.6,29.24,-62.0,10,0.0,1
10,3648741,-2.1635,40.6,29.24,-68.5,10,0.0,1
10,3649467,-1.5099,40.6,29.24,-62.5,10,0.0,1
10,3650193,-3.1550,39.6,29.25,-62.5,10,0.0,1
10,3650919,-3.4255,39.6,29.25,-62.5,10,0.0,1
10,3651645,-1.9606,39.6,29.24,-62.5,10,0.0,1
10,3652371,-1.9606,39.6,29.25,-62.5,10,0.0,1
10,3653097,-2.3663,40.6,29.25,-68.5,10,0.0,1
10,3653823,-1.6451,40.6,29.25,-62.5,10,0.0,1
10,3654549,-2.2085,40.6,29.25,-62.0,10,0.0,1
10,3655275,-1.5775,40.6,29.25,-62.5,10,0.0,1
10,3656001,-1.5775,40.6,29.24,-68.5,10,0.0,1
10,3656727,-3.1550,40.6,29.24,-68.5,10,0.0,1
10,3657453,-3.3128,39.6,29.25,-62.0,10,0.0,1
10,3658179,-2.8170,39.6,29.25,-62.5,10,0.0,1
10,3658905,-2.3212,39.6,29.24,-68.0,10,0.0,1
10,3659631,-2.7043,39.6,29.25,-62.0,10,0.0,1
10,3660357,-2.7043,39.6,29.24,-62.0,10,0.0,1
10,3661083,-1.3972,39.6,29.24,-62.5,10,0.0,1
10,3661809,-2.5691,39.6,29.25,-68.0,10,0.0,1
10,3662535,-2.2536,40.6,29.24,-68.5,10,0.0,1
10,3663261,-2.4114,40.6,29.25,-62.5,10,0.0,1
10,3663987,-2.3437,40.6,29.25,-62.5,10,0.0,1
10,3664713,-3.2001,40.6,29.25,-62.5,10,0.0,1
10,3665439,-2.1860,39.6,29.25,-62.0,10,0.0,1
10,3666165,-2.5691,39.6,29.24,-62.5,10,0.0,1
10,3666891,-2.8170,40.6,29.25,-62.5,10,0.0,1
10,3667617,-1.6001,40.6,29.25,-68.0,10,0.0,1
10,3668343,-1.6001,39.6,29.25,-68.0,10,0.0,1
10,3669069,-3.2677,38.6,29.25,-62.5,10,0.0,1
10,3669795,-3.4480,39.6,29.25,-68.0,10,0.0,1
10,3670521,-2.1184,38.6,29.25,-62.0,10,0.0,1
