--- Terminal on /dev/ttyACM1 | 115200 8-N-1
--- Available filters and text transformations: debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
aw_m,die_c,amb_c
2055540,-7.5947,17.3,4.16
2056261,-7.5947,16.3,4.16
2056982,-7.5947,16.3,4.16
2057703,-7.5947,15.3,4.16
2058424,-7.5947,16.3,4.16
2059145,-7.5947,17.3,4.16
2059866,-7.5947,17.3,4.15
2060587,-7.5947,17.3,4.15
2061308,-7.5947,17.3,4.15
2062029,-7.5947,17.3,4.15
2062750,-7.5947,17.3,4.14
2063471,-7.5947,17.3,4.15
2064192,-6.6031,17.3,4.15
2064913,-7.6172,17.3,4.15
2065634,-8.8116,17.3,4.15
2066355,-7.6172,17.3,4.14
2067076,-8.1806,17.3,4.14
2067797,-7.5947,17.3,4.14
2068518,-7.5045,16.3,4.14
2069239,-7.7749,17.3,4.14
2069960,-5.8143,17.3,4.14
2070681,-7.3918,16.3,4.14
2071402,-7.1665,17.3,4.13
2072123,-6.0847,17.3,4.14
2072844,-7.2115,17.3,4.13
2073565,-7.6172,17.3,4.13
2074286,-7.8651,17.3,4.13
2075007,-7.8651,17.3,4.13
2075728,-7.8651,16.3,4.13
2076449,-7.8651,15.3,4.12
2077170,-7.8651,16.3,4.12
2077891,-7.8651,16.3,4.12
2078612,-7.8651,15.3,4.12
2079333,-7.8651,16.3,4.12
2080054,-7.8651,15.3,4.12
2080775,-7.8651,16.3,4.12
2081496,-7.8651,15.3,4.12
2082217,-7.8651,15.3,4.13
2082938,-7.8651,16.3,4.12
2083659,-7.8651,17.3,4.12
2084380,-7.8651,17.3,4.11
2085101,-7.8651,17.3,4.11
2085822,-7.8651,16.3,4.11
2086543,-7.8651,17.3,4.11
2087264,-7.8651,15.3,4.11
2087985,-7.8651,16.3,4.10
2088706,-7.8651,16.3,4.11
2089427,-7.8651,16.3,4.10
2090148,-7.8651,17.3,4.10
2090869,-6.5805,16.3,4.10
2091590,-7.6848,16.3,4.10
2092311,-7.7299,16.3,4.10
2093032,-5.9721,16.3,4.10
2093753,-6.2200,16.3,4.10
2094474,-7.5045,17.3,4.09
2095195,-7.3017,15.3,4.09
2095916,-6.6256,15.3,4.09
2096637,-6.8735,16.3,4.09
2097358,-7.1214,16.3,4.09
2098079,-7.0538,16.3,4.09
2098800,-6.5129,17.3,4.08
2099521,-6.4678,17.3,4.08
2100242,-7.5270,17.3,4.09
2100963,-5.7467,17.3,4.08
2101684,-5.7467,17.3,4.09
2102405,-5.7467,17.3,4.09
2103126,-5.7467,17.3,4.08
2103847,-5.7467,17.3,4.08
2104568,-5.7467,17.3,4.08
2105289,-5.7467,17.3,4.08
2106010,-5.7467,16.3,4.08
2106731,-5.7467,17.3,4.08
2107452,-5.7467,16.3,4.08
2108173,-5.7467,16.3,4.08
2108894,-5.7467,16.3,4.08
2109615,-5.7467,17.3,4.08
2110336,-5.7467,17.3,4.07
2111057,-5.7467,17.3,4.07
2111778,-5.7467,17.3,4.07
2112499,-5.7467,17.3,4.07
2113220,-5.7467,17.3,4.07
2113941,-5.7467,17.3,4.07
2114662,-5.7467,17.3,4.07
2115383,-5.7467,17.3,4.07
2116104,-5.7467,17.3,4.06
2116825,-5.7467,17.3,4.07
2117546,-6.5129,17.3,4.07
2118267,-7.4144,17.3,4.06
2118988,-6.9186,17.3,4.06
2119709,-8.2707,17.3,4.06
2120430,-7.6848,17.3,4.06
2121151,-8.0228,17.3,4.06
2121872,-7.6397,17.3,4.06
2122593,-7.6848,16.3,4.06
2123314,-7.7524,17.3,4.06
2124035,-7.9102,17.3,4.06
2124756,-6.9186,17.3,4.05
2125477,-7.6623,17.3,4.05
# [n=2900] mean=-6.9696 m  sigma=0.9801 m  die=17.3 C  CalVal=-43
2126198,-6.0397,17.3,4.06
2126919,-6.9862,16.3,4.05
2127640,-6.7157,16.3,4.04
2128361,-6.7157,17.3,4.05
2129082,-6.7157,17.3,4.04
2129803,-6.7157,17.3,4.05
2130524,-6.7157,17.3,4.04
2131245,-6.7157,17.3,4.04
2131966,-6.7157,17.3,4.04
2132687,-6.7157,17.3,4.04
2133408,-6.7157,17.3,4.03
2134129,-6.7157,17.3,4.04
2134850,-6.7157,17.3,4.03
2135571,-6.7157,17.3,4.04
2136292,-6.7157,17.3,4.04
2137013,-6.7157,17.3,4.03
2137734,-6.7157,16.3,4.04
2138455,-6.7157,16.3,4.03
2139176,-6.7157,17.3,4.03
2139897,-6.7157,17.3,4.03
2140618,-6.7157,17.3,4.03
2141339,-6.7157,16.3,4.02
2142060,-6.7157,16.3,4.02
2142781,-6.7157,17.3,4.02
2143502,-6.7157,16.3,4.02
2144223,-5.9495,16.3,4.02
2144944,-7.3468,17.3,4.02
2145665,-7.0312,17.3,4.02
2146386,-8.9017,17.3,4.02
2147107,-7.3017,17.3,4.02
2147828,-7.7299,17.3,4.02
2148549,-7.7299,17.3,4.02
2149270,-7.4594,17.3,4.02
2149991,-6.4678,17.3,4.01
2150712,-6.5805,17.3,4.01
2151433,-7.5721,17.3,4.01
2152154,-7.4144,17.3,4.01
2152875,-7.3468,16.3,4.01
2153596,-6.6707,16.3,4.01
2154317,-7.7524,16.3,4.01
2155038,-7.7524,17.3,4.01
2155759,-7.7524,17.3,4.00
2156480,-7.7524,17.3,4.00
2157201,-7.7524,17.3,4.00
2157922,-7.7524,17.3,4.00
2158643,-7.7524,17.3,4.00
2159364,-7.7524,17.3,4.00
2160085,-7.7524,17.3,4.00
2160806,-7.7524,17.3,4.00
2161527,-7.7524,17.3,4.00
2162248,-7.7524,16.3,3.99
2162969,-7.7524,16.3,4.00
2163690,-7.7524,17.3,4.00
2164411,-7.7524,17.3,3.99
2165132,-7.7524,17.3,3.99
2165853,-7.7524,17.3,3.99
2166574,-7.7524,16.3,3.99
2167295,-7.7524,16.3,3.98
2168016,-7.7524,16.3,3.98
2168737,-7.7524,16.3,3.98
2169458,-7.7524,17.3,3.98
2170179,-7.7524,17.3,3.98
2170900,-7.4594,17.3,3.98
2171621,-7.1890,17.3,3.98
2172342,-8.2482,17.3,3.98
2173063,-8.2257,17.3,3.98
2173784,-7.3017,15.3,3.98
2174505,-7.0312,16.3,3.98
2175226,-6.7834,17.3,3.97
2175947,-6.0397,16.3,3.97
2176668,-7.5270,17.3,3.97
2177389,-7.1439,17.3,3.97
2178110,-6.0171,17.3,3.97
2178831,-6.9862,17.3,3.97
2179552,-7.7749,17.3,3.97
2180273,-8.1355,17.3,3.97
2180994,-7.6623,17.3,3.96
2181715,-7.6623,17.3,3.97
2182436,-7.6623,17.3,3.96
2183157,-7.6623,16.3,3.96
2183878,-7.6623,16.3,3.96
2184599,-7.6623,17.3,3.96
2185320,-7.6623,17.3,3.96
2186041,-7.6623,17.3,3.96
2186762,-7.6623,17.3,3.96
2187483,-7.6623,16.3,3.96
2188204,-7.6623,16.3,3.96
2188925,-7.6623,17.3,3.95
2189646,-7.6623,17.3,3.95
2190367,-7.6623,17.3,3.96
2191088,-7.6623,16.3,3.95
2191809,-7.6623,17.3,3.95
2192530,-7.6623,17.3,3.95
2193251,-7.6623,17.3,3.95
2193972,-7.6623,17.3,3.95
2194693,-7.6623,17.3,3.94
2195414,-7.6623,17.3,3.94
2196135,-7.6623,16.3,3.94
2196856,-7.6623,16.3,3.94
2197577,-6.8284,17.3,3.94
# [n=3000] mean=-6.9814 m  sigma=0.9709 m  die=17.3 C  CalVal=-43
2198298,-7.1665,17.3,3.94
2199019,-7.7975,17.3,3.94
2199740,-7.8876,17.3,3.94
2200461,-8.2031,17.3,3.94
2201182,-8.2031,17.3,3.94
2201903,-7.3468,17.3,3.94
2202624,-6.9636,16.3,3.93
2203345,-7.6172,16.3,3.93
2204066,-7.2791,16.3,3.94
2204787,-8.0454,17.3,3.93
2205508,-7.5045,17.3,3.94
2206229,-8.1581,16.3,3.93
2206950,-6.8510,16.3,3.93
2207671,-8.0228,16.3,3.93
2208392,-8.0228,15.3,3.93
2209113,-8.0228,16.3,3.93
2209834,-8.0228,16.3,3.93
2210555,-8.0228,16.3,3.93
2211276,-8.0228,16.3,3.93
2211997,-8.0228,17.3,3.92
2212718,-8.0228,17.3,3.92
2213439,-8.0228,17.3,3.92
2214160,-8.0228,17.3,3.91
2214881,-8.0228,17.3,3.92
2215602,-8.0228,17.3,3.92
2216323,-8.0228,17.3,3.92
2217044,-8.0228,17.3,3.92
2217765,-8.0228,17.3,3.91
2218486,-8.0228,16.3,3.92
2219207,-8.0228,17.3,3.91
2219928,-8.0228,17.3,3.91
2220649,-8.0228,17.3,3.91
2221370,-8.0228,17.3,3.91
2222091,-8.0228,17.3,3.90
2222812,-8.0228,17.3,3.91
2223533,-8.0228,17.3,3.91
2224254,-7.8200,16.3,3.90
2224975,-7.4369,17.3,3.90
2225696,-8.1355,17.3,3.90
2226417,-7.1890,17.3,3.90
2227138,-7.2791,17.3,3.90
2227859,-7.2341,17.3,3.90
2228580,-7.7975,17.3,3.90
2229301,-8.0003,15.3,3.90
2230022,-7.5947,15.3,3.89
2230743,-7.7524,16.3,3.90
2231464,-6.8059,16.3,3.89
2232185,-7.8425,16.3,3.89
2232906,-7.7749,15.3,3.89
2233627,-8.1581,15.3,3.89
2234348,-8.1806,15.3,3.89
2235069,-8.1806,16.3,3.89
2235790,-8.1806,16.3,3.88
2236511,-8.1806,16.3,3.88
2237232,-8.1806,17.3,3.88
2237953,-8.1806,17.3,3.88
2238674,-8.1806,17.3,3.88
2239395,-8.1806,15.3,3.88
2240116,-8.1806,15.3,3.88
2240837,-8.1806,16.3,3.88
2241558,-8.1806,16.3,3.88
2242279,-8.1806,16.3,3.88
2243000,-8.1806,16.3,3.88
2243721,-8.1806,17.3,3.88
2244442,-8.1806,17.3,3.87
2245163,-8.1806,17.3,3.87
2245884,-8.1806,17.3,3.87
2246605,-8.1806,17.3,3.87
2247326,-8.1806,17.3,3.87
2248047,-8.1806,17.3,3.86
2248768,-8.1806,16.3,3.87
2249489,-8.1806,16.3,3.86
2250210,-8.1806,15.3,3.86
2250931,-6.4678,16.3,3.86
2251652,-7.8651,16.3,3.86
2252373,-8.1355,16.3,3.86
2253094,-7.2791,15.3,3.86
2253815,-6.7383,14.3,3.86
2254536,-6.9186,15.3,3.86
2255257,-6.9862,16.3,3.85
2255978,-8.1806,16.3,3.85
2256699,-7.5947,16.3,3.85
2257420,-8.5637,17.3,3.85
2258141,-7.7073,17.3,3.85
2258862,-7.8200,17.3,3.85
2259583,-7.7975,17.3,3.85
2260304,-7.7299,15.3,3.85
2261025,-7.8876,16.3,3.85
2261746,-7.8876,15.3,3.85
2262467,-7.8876,16.3,3.85
2263188,-7.8876,16.3,3.84
2263909,-7.8876,17.3,3.84
2264630,-7.8876,16.3,3.84
2265351,-7.8876,16.3,3.84
2266072,-7.8876,17.3,3.85
2266793,-7.8876,17.3,3.84
2267514,-7.8876,15.3,3.84
2268235,-7.8876,16.3,3.84
2268956,-7.8876,16.3,3.84
2269677,-7.8876,16.3,3.83
# [n=3100] mean=-7.0100 m  sigma=0.9705 m  die=16.3 C  CalVal=-43
2270398,-7.8876,17.3,3.84
2271119,-7.8876,16.3,3.83
2271840,-7.8876,17.3,3.84
2272561,-7.8876,17.3,3.83
2273282,-7.8876,17.3,3.83
2274003,-7.8876,17.3,3.83
2274724,-7.8876,16.3,3.82
2275445,-7.8876,17.3,3.82
144,-6.7383,17.3,3.82
2289865,-6.7383,17.3,3.82
2290586,-6.7383,17.3,3.83
2291307,-6.7383,17.3,3.83
2292028,-6.7383,17.3,3.83
2292749,-6.7383,17.3,3.83
2293470,-6.7383,17.3,3.84
2294191,-6.7383,17.3,3.84
2295633,-6.7383,17.3,3.85
2296354,-6.7383,17.3,3.86
2297075,-6.7383,17.3,3.87
2297796,-6.7383,17.3,3.87
2298517,-6.7383,17.3,3.88
2299238,-6.7383,17.3,3.89
2299959,-6.7383,17.3,3.90
2300680,-6.7383,17.3,3.91
2301401,-6.7383,16.3,3.92
2302122,-6.7383,17.3,3.94
2302843,-6.7383,17.3,3.95
2303564,-6.7383,17.3,3.96
2304285,-7.9778,17.3,3.97
2305006,-7.9102,17.3,4.00
2305727,-7.3693,17.3,4.00
2306448,-8.6764,17.3,4.01
2307169,-7.9778,17.3,4.03
2307890,-9.3750,17.3,4.04
2308611,-7.5496,17.3,4.06
2309332,-7.9778,17.3,4.07
2310053,-6.8735,17.3,4.10
2310774,-8.7440,17.3,4.11
2311495,-7.3918,16.3,4.13
2312216,-8.6764,15.3,4.15
2312937,-8.4059,16.3,4.16
2313658,-7.3468,16.3,4.18
2314379,-8.0904,16.3,4.20
2315100,-8.0904,17.3,4.22
2315821,-8.0904,16.3,4.24
2316542,-8.0904,17.3,4.26
2317263,-8.0904,17.3,4.28
2317984,-8.0904,16.3,4.30
2318705,-8.0904,16.3,4.32
2319426,-8.0904,16.3,4.34
2320147,-8.0904,17.3,4.35
2320868,-8.0904,17.3,4.38
2321589,-8.0904,17.3,4.40
2322310,-8.0904,17.3,4.42
2323031,-8.0904,17.3,4.44
2323752,-8.0904,17.3,4.46
2324473,-8.0904,17.3,4.48
2325194,-8.0904,17.3,4.50
2325915,-8.0904,17.3,4.53
2326636,-8.0904,16.3,4.55
2327357,-8.0904,17.3,4.57
2328078,-8.0904,17.3,4.59
2328799,-8.0904,17.3,4.61
2329520,-8.0904,18.3,4.63
2330241,-8.0904,17.3,4.65
2330962,-7.0087,17.3,4.67
2331683,-8.3609,17.3,4.69
2332404,-8.0904,17.3,4.72
2333125,-7.3242,17.3,4.74
2333846,-7.4144,18.3,4.76
2334567,-7.7749,18.3,4.79
2335288,-7.2791,17.3,4.81
2336009,-7.1890,18.3,4.83
2336730,-7.7749,18.3,4.85
2337451,-8.0454,18.3,4.87
2338172,-7.8425,17.3,4.90
2338893,-7.5721,16.3,4.92
2339614,-8.0454,17.3,4.95
2340335,-8.4059,16.3,4.97
2341056,-7.2791,17.3,4.99
2341777,-7.2791,17.3,5.02
# [n=3200] mean=-7.0294 m  sigma=0.9674 m  die=17.3 C  CalVal=-43
2342498,-7.2791,17.3,5.04
2343219,-7.2791,18.3,5.06
2343940,-7.2791,18.3,5.08
2344661,-7.2791,18.3,5.11
2345382,-7.2791,18.3,5.12
2346103,-7.2791,18.3,5.15
2346824,-7.2791,18.3,5.18
2347545,-7.2791,18.3,5.20
2348266,-7.2791,18.3,5.23
2348987,-7.2791,18.3,5.25
2349708,-7.2791,18.3,5.28
2350429,-7.2791,19.3,5.30
2351150,-7.2791,17.3,5.32
2351871,-7.2791,18.3,5.35
2352592,-7.2791,17.3,5.38
2353313,-7.2791,18.3,5.40
2354034,-7.2791,17.3,5.42
2354755,-7.2791,18.3,5.45
2355476,-7.2791,18.3,5.47
2356197,-7.2791,18.3,5.49
2356918,-7.2791,18.3,5.53
2357639,-6.8735,18.3,5.55
2358360,-7.9778,17.3,5.58
2359081,-8.2257,17.3,5.60
2359802,-7.7975,18.3,5.62
2360523,-8.5862,18.3,5.65
2361244,-8.8792,18.3,5.68
2361965,-8.8341,18.3,5.71
2362686,-8.9468,18.3,5.73
2363407,-8.3383,18.3,5.76
2364128,-8.0904,19.3,5.78
2364849,-7.7073,18.3,5.81
2365570,-6.8510,17.3,5.84
2366291,-7.4144,17.3,5.86
2367012,-7.7975,17.3,5.89
2367733,-6.6707,18.3,5.91
2368454,-6.6707,18.3,5.94
2369175,-6.6707,19.3,5.97
2369896,-6.6707,19.3,6.00
2370617,-6.6707,19.3,6.02
2371338,-6.6707,19.3,6.04
2372059,-6.6707,19.3,6.07
2372780,-6.6707,19.3,6.10
2373501,-6.6707,18.3,6.12
2374222,-6.6707,17.3,6.15
2374943,-6.6707,17.3,6.18
2375664,-6.6707,17.3,6.21
2376385,-6.6707,17.3,6.24
2377106,-6.6707,18.3,6.26
2377827,-6.6707,18.3,6.29
2378548,-6.6707,17.3,6.31
2379269,-6.6707,17.3,6.34
2379990,-6.6707,18.3,6.37
2380711,-6.6707,18.3,6.39
2381432,-6.6707,19.3,6.42
2382153,-6.6707,19.3,6.45
2382874,-6.6707,19.3,6.48
2383595,-6.6707,19.3,6.50
2384316,-7.3918,19.3,6.53
2385037,-7.5496,19.3,6.55
2385758,-7.1439,19.3,6.58
2386479,-6.8059,19.3,6.61
2387200,-7.4369,18.3,6.64
2387921,-7.9552,19.3,6.67
2388642,-7.8425,19.3,6.69
2389363,-7.3693,19.3,6.72
2390084,-8.2707,18.3,6.74
2390805,-7.4820,19.3,6.77
2391526,-6.7383,19.3,6.80
2392247,-7.9102,18.3,6.83
2392968,-6.7383,18.3,6.86
2393689,-7.1214,19.3,6.89
2394410,-7.8651,19.3,6.91
2395131,-7.8651,19.3,6.94
2395852,-7.8651,19.3,6.97
2396573,-7.8651,19.3,7.01
2397294,-7.8651,19.3,7.04
2398015,-7.8651,19.3,7.06
2398736,-7.8651,19.3,7.09
2399457,-7.8651,19.3,7.12
2400178,-7.8651,19.3,7.15
2400899,-7.8651,19.3,7.17
2401620,-7.8651,19.3,7.20
2402341,-7.8651,18.3,7.23
2403062,-7.8651,19.3,7.26
2403783,-7.8651,19.3,7.28
2404504,-7.8651,19.3,7.31
2405225,-7.8651,19.3,7.34
2405946,-7.8651,19.3,7.37
2406667,-7.8651,19.3,7.40
2407388,-7.8651,19.3,7.43
2408109,-7.8651,19.3,7.45
2408830,-7.8651,19.3,7.49
2409551,-7.8651,19.3,7.51
2410272,-7.8651,19.3,7.55
2410993,-7.7524,19.3,7.57
2411714,-7.0538,19.3,7.60
2412435,-7.0087,19.3,7.63
2413156,-7.6623,19.3,7.66
2413877,-7.8200,19.3,7.68
# [n=3300] mean=-7.0408 m  sigma=0.9599 m  die=19.3 C  CalVal=-43
2414598,-7.5721,19.3,7.71
2415319,-7.6397,19.3,7.74
2416040,-7.1214,19.3,7.77
2416761,-7.3693,19.3,7.80
2417482,-7.5270,19.3,7.83
2418203,-7.5496,19.3,7.86
2418924,-7.3242,19.3,7.89
2419645,-7.3693,19.3,7.91
2420366,-8.1130,19.3,7.94
2421087,-7.8425,18.3,7.97
2421808,-7.8425,19.3,7.99
2422529,-7.8425,19.3,8.03
2423250,-7.8425,19.3,8.06
2423971,-7.8425,19.3,8.09
2424692,-7.8425,19.3,8.11
2425413,-7.8425,19.3,8.15
2426134,-7.8425,19.3,8.18
2426855,-7.8425,19.3,8.20
2427576,-7.8425,20.3,8.24
2428297,-7.8425,20.3,8.26
2429018,-7.8425,20.3,8.30
2429739,-7.8425,19.3,8.32
2430460,-7.8425,19.3,8.35
2431181,-7.8425,19.3,8.38
2431902,-7.8425,19.3,8.42
2432623,-7.8425,19.3,8.44
2433344,-7.8425,19.3,8.47
2434065,-7.8425,20.3,8.50
2434786,-7.8425,20.3,8.53
2435507,-7.8425,19.3,8.56
2436228,-7.8425,19.3,8.58
2436949,-7.8425,19.3,8.62
2437670,-6.1523,19.3,8.64
2438391,-7.6623,19.3,8.67
2439112,-7.3017,20.3,8.70
2439833,-7.7749,19.3,8.73
2440554,-8.0679,19.3,8.76
2441275,-7.7299,19.3,8.79
2441996,-7.1214,20.3,8.82
2442717,-7.5045,20.3,8.85
2443438,-7.4369,20.3,8.88
2444159,-7.6172,20.3,8.91
2444880,-7.5947,21.3,8.94
2445601,-7.2791,19.3,8.96
2446322,-7.3242,20.3,9.00
2447043,-7.5721,20.3,9.03
2447764,-7.5270,20.3,9.06
2448485,-7.5270,20.3,9.09
2449206,-7.5270,20.3,9.12
2449927,-7.5270,19.3,9.14
2450648,-7.5270,20.3,9.17
2451369,-7.5270,20.3,9.20
2452090,-7.5270,20.3,9.23
2452811,-7.5270,21.3,9.26
2453532,-7.5270,20.3,9.29
2454253,-7.5270,21.3,9.31
2454974,-7.5270,20.3,9.34
2455695,-7.5270,20.3,9.37
2456416,-7.5270,19.3,9.40
2457137,-7.5270,19.3,9.44
2457858,-7.5270,19.3,9.47
2458579,-7.5270,19.3,9.50
2459300,-7.5270,19.3,9.52
2460021,-7.5270,19.3,9.55
2460742,-7.5270,20.3,9.58
2461463,-7.5270,19.3,9.62
2462184,-7.5270,20.3,9.64
2462905,-7.5270,20.3,9.68
2463626,-7.0087,19.3,9.70
2464347,-8.1130,19.3,9.74
2465068,-7.3918,20.3,9.77
2465789,-7.1890,19.3,9.80
2466510,-7.4144,20.3,9.82
2467231,-7.3468,19.3,9.85
2467952,-7.4144,19.3,9.89
2468673,-7.3017,20.3,9.91
2469394,-8.0228,20.3,9.94
2470115,-7.8876,21.3,9.97
2470836,-7.6397,20.3,10.00
2471557,-7.5496,19.3,10.02
2472278,-7.6848,20.3,10.06
2472999,-7.2115,21.3,10.08
2473720,-7.8200,21.3,10.11
2474441,-7.1214,20.3,10.15
2475162,-7.1214,20.3,10.18
2475883,-7.1214,21.3,10.20
2476604,-7.1214,20.3,10.23
2477325,-7.1214,21.3,10.26
2478046,-7.1214,21.3,10.30
2478767,-7.1214,21.3,10.31
2479488,-7.1214,20.3,10.35
2480209,-7.1214,19.3,10.38
2480930,-7.1214,19.3,10.41
2481651,-7.1214,20.3,10.44
2482372,-7.1214,19.3,10.47
2483093,-7.1214,20.3,10.50
2483814,-7.1214,21.3,10.53
2484535,-7.1214,21.3,10.56
2485256,-7.1214,21.3,10.58
2485977,-7.1214,22.3,10.61
# [n=3400] mean=-7.0548 m  sigma=0.9506 m  die=22.3 C  CalVal=-43
2486698,-7.1214,20.3,10.64
2487419,-7.1214,21.3,10.67
2488140,-7.1214,20.3,10.70
2488861,-7.1214,21.3,10.73
2489582,-7.1214,20.3,10.76
2490303,-7.1214,19.3,10.79
2491024,-6.9411,19.3,10.81
2491745,-7.4144,19.3,10.85
2492466,-7.0312,20.3,10.88
2493187,-6.2650,21.3,10.91
2493908,-7.9102,20.3,10.94
2494629,-7.1214,20.3,10.97
2495350,-6.8735,21.3,10.99
2496071,-7.5045,21.3,11.03
2496792,-7.2791,20.3,11.06
2497513,-6.6481,21.3,11.09
2498234,-6.1073,21.3,11.11
2498955,-7.1439,20.3,11.15
2499676,-7.4820,21.3,11.17
2500397,-7.3918,21.3,11.20
2501118,-18.4796,22.3,11.23
2501839,-18.4796,21.3,11.26
2502560,-18.4796,22.3,11.29
2503281,-18.4796,21.3,11.32
2504002,-18.4796,20.3,11.35
2504723,-18.4796,19.3,11.38
2505444,-18.4796,19.3,11.41
2506165,-18.4796,21.3,11.44
2506886,-18.4796,20.3,11.47
2507607,-18.4796,21.3,11.50
2508328,-18.4796,21.3,11.52
2509049,-18.4796,20.3,11.55
2509770,-18.4796,21.3,11.58
2510491,-18.4796,21.3,11.60
2511212,-18.4796,22.3,11.63
2511933,-18.4796,22.3,11.66
2512654,-18.4796,23.3,11.70
2513375,-18.4796,23.3,11.72
2514096,-18.4796,22.3,11.75
2514817,-18.4796,23.3,11.77
2515538,-18.4796,21.3,11.81
2516259,-18.4796,21.3,11.84
2516980,-6.3101,22.3,11.86
2517701,-7.1665,21.3,11.89
2518422,-6.2425,22.3,11.92
2519143,-6.7157,22.3,11.95
2519864,-6.7383,21.3,11.98
2520585,-5.8143,21.3,12.01
2521306,-5.9721,21.3,12.04
2522027,-6.6481,21.3,12.07
2522748,-5.8143,21.3,12.09
2523469,-6.2200,22.3,12.13
2524190,-7.5947,22.3,12.15
2524911,-6.7834,21.3,12.18
2525632,-7.3693,22.3,12.21
2526353,-6.0397,23.3,12.24
2527074,-6.3777,23.3,12.27
2527795,-6.3777,23.3,12.30
2528516,-6.3777,23.3,12.33
2529237,-6.3777,22.3,12.36
2529958,-6.3777,22.3,12.38
2530679,-6.3777,22.3,12.42
2531400,-6.3777,22.3,12.44
2532121,-6.3777,21.3,12.47
2532842,-6.3777,22.3,12.50
2533563,-6.3777,22.3,12.53
2534284,-6.3777,21.3,12.56
2535005,-6.3777,21.3,12.59
2535726,-6.3777,21.3,12.61
2536447,-6.3777,21.3,12.64
2537168,-6.3777,21.3,12.67
2537889,-6.3777,21.3,12.70
2538610,-6.3777,20.3,12.73
2539331,-6.3777,22.3,12.76
2540052,-6.3777,22.3,12.78
2540773,-6.3777,23.3,12.81
2541494,-6.3777,22.3,12.83
2542215,-6.3777,23.3,12.87
2542936,-6.3777,22.3,12.89
2543657,-6.3777,22.3,12.92
2544378,-5.7692,22.3,12.95
2545099,-6.2200,22.3,12.98
2545820,-7.2115,23.3,13.01
2546541,-6.0847,23.3,13.04
2547262,-6.6256,23.3,13.06
2547983,-5.8368,23.3,13.09
2548704,-6.4002,23.3,13.12
2549425,-6.2200,23.3,13.15
2550146,-7.0312,22.3,13.17
2550867,-5.7467,23.3,13.20
2551588,-6.6707,23.3,13.23
2552309,-6.7383,23.3,13.26
2553030,-6.6481,23.3,13.28
2553751,-6.7383,23.3,13.32
2554472,-6.7383,24.3,13.34
2555193,-6.7383,23.3,13.37
2555914,-6.7383,23.3,13.40
2556635,-6.7383,23.3,13.43
2557356,-6.7383,23.3,13.45
2558077,-6.7383,23.3,13.48
# [n=3500] mean=-7.1170 m  sigma=1.3051 m  die=23.3 C  CalVal=-43
2558798,-6.7383,24.3,13.51
2559519,-6.7383,24.3,13.54
2560240,-6.7383,23.3,13.57
2560961,-6.7383,23.3,13.59
2561682,-6.7383,23.3,13.63
2562403,-6.7383,24.3,13.65
2563124,-6.7383,24.3,13.68
2563845,-6.7383,23.3,13.71
2564566,-6.7383,23.3,13.74
2565287,-6.7383,23.3,13.76
2566008,-6.7383,22.3,13.79
2566729,-6.7383,23.3,13.82
2567450,-6.7383,24.3,13.85
2568171,-6.7383,24.3,13.87
2568892,-6.7383,24.3,13.90
2569613,-6.7383,24.3,13.93
2570334,-5.4988,24.3,13.96
2571055,-7.1665,24.3,13.99
2571776,-6.2425,25.3,14.01
2572497,-6.2425,24.3,14.04
2573218,-7.1214,24.3,14.07
2573939,-5.5889,24.3,14.10
2574660,-5.2284,24.3,14.13
2575381,-6.6256,23.3,14.15
2576102,-6.3326,24.3,14.18
2576823,-5.7692,23.3,14.21
2577544,-5.5213,23.3,14.23
2578265,-6.6481,23.3,14.26
2578986,-6.3326,24.3,14.29
2579707,-6.3326,23.3,14.31
2580428,-6.3552,24.3,14.34
2581149,-6.3552,24.3,14.37
2581870,-6.3552,25.3,14.39
2582591,-6.3552,24.3,14.42
2583312,-6.3552,25.3,14.45
2584033,-6.3552,24.3,14.47
2584754,-6.3552,24.3,14.50
2585475,-6.3552,23.3,14.53
2586196,-6.3552,24.3,14.55
2586917,-6.3552,24.3,14.58
2587638,-6.3552,25.3,14.61
2588359,-6.3552,24.3,14.64
2589080,-6.3552,24.3,14.67
2589801,-6.3552,24.3,14.69
2590522,-6.3552,23.3,14.72
2591243,-6.3552,23.3,14.75
2591964,-6.3552,23.3,14.78
2592685,-6.3552,24.3,14.80
2593406,-6.3552,25.3,14.83
2594127,-6.3552,25.3,14.86
2594848,-6.3552,24.3,14.88
2595569,-6.3552,24.3,14.91
2596290,-6.3552,24.3,14.94
2597011,-5.2960,24.3,14.96
2597732,-5.5664,23.3,14.99
2598453,-5.7918,23.3,15.02
2599174,-5.9946,23.3,15.04
2599895,-3.8537,24.3,15.07
2600616,-6.1974,23.3,15.10
2601337,-5.5439,23.3,15.12
2602058,-6.1974,24.3,15.15
2602779,-4.3720,23.3,15.17
2603500,-5.3861,23.3,15.20
2604221,-3.8537,23.3,15.23
2604942,-6.4904,24.3,15.26
2605663,-5.9721,24.3,15.28
2606384,-6.1974,24.3,15.31
2607105,-5.0931,25.3,15.34
2607826,-5.0931,24.3,15.37
2608547,-5.0931,25.3,15.39
2609268,-5.0931,24.3,15.42
